label,fitur
1,gegerkan publik tanah air media negeri tuli pembohongan penipuan jokowi gegerkan publik tanah air media negeri tuli pembohongan penipuan jokowi by portalnegeri post on januari portal negeri artikel media negeri asia time berjudul widodo s smoke and mirror hide hard truth gegerkan publik tanah air idiom smoke and mirror bermakna penipuan pembohongan hide hard truth menyembunyikan menutupi kebenaran fakta artikel dituli john mcbeth terbit januari sontak tanggapan ramai publik sosial media tanah air
0,sebaran hoak kepanikan bencana gempa berkekuatan sr kemarin siang melahirkan kepanikan hoak disebar tujuannya selasa malam kabar bohong menyamar informasi sungguhan video truk mobil goyang foto jalan retak
1,pernyataan kontroversi wiranto menko polhukam terkait isu sara tionghoa berperan indonesia orang arab penjelasan
1,kiper arema fc kurnia meiga meningg dunia inallillahi wainalillahi roji un sepak bola nasion kehilangan pemain terbaik indonesia kiper arema fc kurnia meiga hermansyah berpulang rahmatullah malam jam beliau menghembuskan nafa rumah sakit mitra keluarga jakarta akibat penyakit jantung derita beliau makam tpu kalisari cijantung jaktim rencananya beliau dikubur
1,harri sufehmi otak munculnya afi inayah akun menuduh harri sufehmi pendiri forum anti fithan hoax hasut fafhh otak pemolesan afi inayah
0,vox hoax vox dei suara hoax suara tuhan vox hoax vox dei suara hoax suara tuhan
1,penebar fitnah akun lihat gambar nya intinya foto cewek puluhan hp depanya diklaim tukang fitnah akun
0,googl map cantumkan negara palestina label palestina googl map juru bicara googl pernyataan dirangkum kompastekno fortun jumat
1,kemoterapi penderita kangker memperpendek umur kali lipat kemoterapi penderita kangker memperpendek umur kali lipat
1,foto harun masiku ali harun masiku ditemukan ali
1,foto perdana menteri shinzo abe disamp presiden filipina dutert museum nasion jepang berjalan shibuya jepang potret perdana menteri jepang shinzo uzumaki jotaro abe samp presiden filipina dutert ditempatkan salah museum nasion jepang orang berkunjung hormat pemimpin berpikir ra hormat hormat presiden filipina bapa digong filipina hormat menyedihkan negara negara ase hebat hebat hebat dukungan cintaku presiden tercinta ayah tolong bagikan tunjukkan orang presiden dutert internasion proudfilipino
1,gara gara psbb manusia bertelur gara gara psbb manusia bertelur tanda sdh kiamat
1,foto keterangan fpi membubarkan bergabung warga nu horee fpi membubarkan bergabung warga nu alhamdulillah
1,warga dibolehkan mudik kemenhub aturannya kemarin sore warga dibolehkan mudik kemenhub aturannya kemarin sore
1,imigran china jakarta dipulangkan ani baswedan negara asalnya imigran china jakarta dipulangkan ani baswedan negara asalnya
1,foto kebaktian jemaat gereja aceh singkil gedung gereja yg dirobohkan faktanya indonesia darurat intoleransi kebaktian jemaat gereja singkil aceh gedung gereja yg dirobohkan tlg presiden bicara tindakan nyata janji mani yg miri menangi
1,nadiem makarim bayar triliun rupiah mendikbud barusan info nadiem bayar rp t utk mendikbud waaw hangat info forum pasf memprediksi gojek buka go news dgn captiv market peserta didik iklan masuk go news dibackup perusahaan startup jaringan go jek
1,beredar foto diklaim pelaku pembacokan anggota kodim probolinggo kasatreskrim nyatakan ma info
1,bunga mahameru arya mekar diken bunga mahameru bunga arya ditemukan himalaya bunga menunggu generasi beruntung bagikan biarkan orang
1,ustadz yusuf mansur membela prabowo jihad masuk neraka yusuf mansur lu bilang peopl power dukung prabowo jihad masuk neraka
1,penyamaran terbongkar penyamaran terbongkar aslinya milit rrc masuk indonesia nyamar pekerja proyek
0,kementrian agama bantah sertifikat perizinan kelompok bimbingan ibadah haji menteri agama republlik indonesia ijin operasion penyelenggaraan ibadah haji umrah kelompok bimbingan ibadah haji nama
0,klarifikasi bnpb terkait isu pengusiran relawan bpbd kehadiran relawan h mendirikan tenda tenda relawan bpbd
0,kejati kaltim bantah keluarkan rekomendasi pengawasan proyek masjid pemprov kaltim kinibalu kasi penerangan hukum huma kejati kaltim acin muksin memasang plang mengeluarkan rekomendasi pengawasan proyek
1,ampuni selamatkanlah negeri ya allah ampuni selamatkanlah negeri
1,makan cokelat makan mie goreng berakibat kematian sekedar info utk anak kost perantauan bujangan
1,papua juli polisi gugur papua tgl juli polisi gugur
1,info bin densu menghindari pergi mall mall jakarta info bin densu polri peringatan masyarakat menghindari besok saudara hati ya tgl mei amerika resmi buka kedutaan jerusalem yahudi ultah kemerdekaan th jauhi lokasi simbol amerika starbuck mcd dll
0,klarifikasi grab indonesia terkait dukungan forum komunikasi grab lampung salah pasangan calon pilgub lampung terkait pemberitaan dukungan mitra pengemudi grab salah pasangan kandidat gubernur lampung kunjungan posko tim kerja pemenangan kunjungan aktivita salah organisasi perkumpulan mitra pengemudi grab lampung keterlibatan grab perusahaan
0,lippo group gaji market meikarta menjaga invenstornya bener viral menyesalkan viral digaji digaji bener prinsip nggak
1,henri cavil meningg keterangan didalam wikipedia henri cavil meningg tanggal maret
0,video siswa pelaku pembunuhan guru sampang sakau mabuk sakau siswa p mb nuh gurunya sampang
1,asap rokok sebabkan kematian bayi mendadak i realli hate smoker ntr klo acara rumah tanda no smoke
1,makan mie cokelat berbahaya wanita meningg mendadak dgn panca indera darah diselidiki wanita meningg bunuh dibunuh ketidaktahuan racun akibat makanan wanita memiliki kebiasaan makan coklat malam wanita kebanyakan makan mie goreng
1,dukungan erdogan staf kedub turki peserta aksi bela quran ucapan salam dukungan mr erdogan perdana menteri turki staf kedub turki peserta aksi bela quran
1,hillari clinton belajar sri mulyani jokowi debat calon presiden amerika debat calon presiden amerika siang disiarkan tv keseluruh dunia salah kandidat presiden hilari clinton salah responden menginspirasi tampil pemimpin bangsa amerika orang hebat kagumi
1,jamaah mekkah makan sembarangan siang ramadan siang ramadan pelataran masjidil haram jamaah pekerja beba menyantap makanan warung buka melayani pelanggan khawatir sweep
0,kebakaran hutan kalimantan kebakaran hutan kalimantan hoak fakta
1,memakai masker timbulkan radang selaput dada my daughter yr old healthi frontlin worker at a huge groceri store chain start feel sick about two week ago side and back pain nausea chest pain primari doc sent her for chest x ray someth lit up on right side sent for mri cat scan ultra sound of back and abdomen area noth while at work wa unabl to breath chest pain rush to e r quarantin test for covid young by herself becaus no one can be with her turn out it pleurisi an inflect of the outsid of the line of the lung they basic tell her it s becaus she ha been wear a mask for over hour a day day a week breath in her own bacteria carbon dioxid caus an infect and now she is in sever pain ha to be off work with no pay but you wont see that on social media she s healthi and now is bed bound and struggl to breath antibiot steroid breath treatment
1,lelang onlin sepeda brompton rp juta barang gadai jatuh tempo lelang kondisi second origin kirim kota provinsi order via dm
1,keluarkan nasi rice cooker matang jam pemicu diabet racun nasi keluarkan nasi rice cooker matang jam pemicu diabet kebiasaan pemicu anak menderita kanker diabet
1,pemerintah norwegia ulah polisi masuk melepaskan anj menyerang imam masjid norwegia pemerintah norwegia ulah imam membaca alqur an polisi masuk melepaskan anj menyerang imam masjid
1,buaya seret mayat manusia serpong tangerang selatan buaya makan orang serpong bsd tangsel
1,barang bukti bu transjakarta terbakar kpk ri konflik revisi uu kpk barang bukti bu bu rongsokan transjakarta terbakar kpk ri udah bu transjakarta prose
0,pt po indonesia membantah isu bangkrut pernyataan resmi po bangkrut jawabannya indikatornya bangkrut period diduga lay off karyawan menunda pembayaran pembayaran kewajiban ketiga lancar
1,babi berbulu domba diciptakan austria mengecoh umat muslim babi manggalitsa teknolog austria kacukan babi dgn biri biri tujuan mengelirukan umat islam mkn babi yg disangka dage biri biri dibuang kepala selepa sembelih tlg share kepentingan umat islam
0,dina perhubungan penjelasan terkait flyer tiket kapal digratiskan jembatan suramadu ditutup acara millenni road safeti festiv pembersihan jembatan suramadu jembatan suramadu ditutup
1,islam tdk ditegakkan angola byk utang ma cina konsekuen nya islam tdk ditegakkan byk mesjid ditutup pd sholat jalanan ditembaki polisi
1,salah jeni penyiksaan komuni biadap muslim uighur salah jeni penyiksaan komuni biadap muslim uighur
0,klarifikasi bpn prabowo sandi situ ktp prabowo ktp prabowo bpn prabowo sandi resmi tim suks infonya relawan
0,kemenhub klarifikasi terkait isu pilot indonesia lulu ujian simul airbu australia al jazeera merili kabar pilot maskapai penerbangan indonesia lulu te simul pesawat australia anehnya pulang indonesia izin terbang
1,waspada mobilcina merk geeli sulap mobil esemka ratusan mobil cina merek geeli diparkir halaman pabrik mobil esemka pt adiperkasa citra esemka hero ciluengsi bogor oktob tempo wisnu andebar
0,kepolisian ntb bantah kabar perampokan kopang pasca gempa lombok dibunuh salah perampok kopang berdekatan polsek
0,kemenhub mengklarifikasi kapal feri lestari maju sengaja dikandaskan tenggelam lestari maju sengaja dikandaskan
0,klarifikasi djarot informasi menyuap kepala desa kabupaten asahan break news relawan erama melaporkan djarot tertangkap tangan menyuap kade asahan tepatnya diacara rapat ketua apdesi simpang kawat asahan tim investigasi mengumpulkan bukti diteruskan keranah hukum djarot dilarikan kantor polisi bawaslu dilepa bukti keterangan warga yng sdh sebahagian sobekan kerta pengikat uang bank rp juta rupiah lembar tercec dilantai pertemuan mohon doa terbuka lebar kemata publik menyelamatkan sumut tangan kotor hasrat politik membabi buta
1,kebersamaan pemimpin depok robot prabowo jokowi kebersamaan pemimpin depok robot wowi robot pemersatu perbedaan singkatan prabowo jokowi robot aj bersatu depok selamat milad kota depok bersatu depok unggul nyaman religiu depokfriendlyc hutdepok
1,mafindo orma pergerakan suci mulia insiden penayangan berita hoax ketua mca terciduk ahok kejadian
1,penemuan ton sabu kapal mv win long bh informasi mv win long bh diduga membawa barang terindikasi narkotika ton tegaskan info hoax
0,menghubungi rumah lansia atmabrata masuk akal barita masuk akal diteruskan disebarkan menimbulkan gejolak pikirkan orang perasaan orang orang diam bilang meneruskan bodo urusan gue olokmu gue sebarkan aja
0,registrasi sim card terjawab registrasi sim card terjawab
1,kartu ask berlaku oktob bpj kesehatan yth bpk yg kartu ask mohon perbarui dgn diganti dgn kartu ki kartu indonesia sehat warna hijau putih krn oktob scr bertahap kartu nggak berlaku syarat penggantian kartu jamkesma warna biru abu abu copi ktp copi kk copi kartu jamkesma aslinya
1,pemerintah lepa tanggung perih kenaikan pajak kendaraan bermotor buah berita crop judulnya menampakkan olah pejabat presiden lempar tanggung kenaikan biaya penerbitan perpanjangan stnk sim bkpb dl
1,siaran per isu gempa bumi pidi desemb siaran per isu gempa bumi pidi desemb
1,pengendara ojol bersimbah darah akibat dipukuli sopir taksi pamit istrinya janji bawa pulang uang belanja janji anaknya bayaran cicilan buku buku
1,belanja plastik dikenakan denda rp ribu belanja pakai kantong plastik kena denda k bawa rumah toko mal kontrol pemda hati
1,jokowi hukuman seumur hidup kepala daerah mainkan bantuan covid kabar bahagia warga yg nda dapa banso jgn pigi pa pala rt kade langsung polr jo kong lapor tu kade deng pala pala deng rt rt yg bermain akang ngoni pe bantuan covid ngoni bertindak bilang pa tu pala rt deng kade presid so bilang hukuman seumur hidup kepala daerah mainkan bantuan covid deng kapolri so warn warga yg blum banso segra melapor polr http www dot jayantaranew dot com
1,wapr maruf amin imbau umat islam sholat tobat viru corona cepat teratasi kh maruf amin menghimbau umat islam indonesia sholat tobat viru corona covid cepat teratasi
1,objek wisata guci dilanda banjir bandang assalamualaikum wr wb selamat malam izin melaporkan info teman guci barusan kali gung banjir bandang diwilayah waspada
1,moeldoko bantah mantan direktur keuangan jiwasraya hari prasetyo menantunya wow direktur keuangan jiwasraya mantunya moeldoko pant aja mingkem erick maju kena mundur kena
1,akibat pemadaman listrik pln ribu tka ileg rrc masuk indonesia akibat pemadaman listrik pln ribu tka ileg rrc masuk indonesia
1,perih mobilita personel bin upaya pendeskreditan netralita tni polri bin yth kabai cc direktur d dansatga waspada bai tni perih mobilita personel bin upaya pendeskreditan netralita tni polri bin
1,terciduk diduga oknum bai tni provokasi massa aksi mei menyudutkan polri tangkapprovok baistni perusuhnkri oknum bai tni provokasi massa aksi mei jakarta salah oknum anggota tni diduga berperan memprovokasi massa aksi mei terungkap
1,slogan bersatu keselamatan no polisi jgn yg hajar
1,captur berita berjudul ucapan yenni wahid anggap angin warga nu kaum nahdliyin dukung prabowo sandi ucapan yenni wahid anggap angin warga nu kaum nahdliyin dukung prabowo sandi tuli akun facebook ali asgar jumat
1,projo cebong lompat lompat projo cebong lompat lompat
0,satelit merah putih milik telkom indonesia resmi diluncurkan spacex menteri bumn ri rini m soemarno direktur utama pt telkom indonesia persero tbk telkom alex j sinaga meninjau langsung satelit merah putih spacex cape canaver air forc station florida pekan selasa
0,projo bantah lakukan penghadangan neno warisman melemparkan tuduhan palsu fitnah hoax ketua projo budi ari setiadi selasa
1,spbu cipinang meledak terbakar peringatan org tua mobil mengisi bensin anak anak maen hp didalam mobil menyebabkan peledakan pom bensin cipinang meledak terbakar
0,aji pontianak gelar pelatihan anti hoak rri aliansi jurnali independen pontianak bekerjasama googl news inti internew menggelar kegiatan workshop hoax bust and digit hygien mahasiswa masyarakat dilaksanakan aula lpp rri pontianak jumat
0,tersangka muslim cyber armi diduga ahok irwan menerangkan akun milik lutfi diduga penyebaran berita bohong hoax konten berisikan ujaran kebencian disita penyidik berhasil diamankan akun nama cak luth akun lutfi sita orang mengatasnamakan lutfi imbuh irwan
1,pernyataan publik kemeterian kelautan perikanan pernyataan publik kemeterian kelautan perikanan
1,kunci admin bank nik nama kandung pengumuman daftar ulang no hp hoax barusan liputan tran jam menit kominfo tdk pernyataan hoax data yg disalahgunakan orang yg tdk bertanggung kejahatan bankan kunci admin bank nik nama kandung tolong share teman
0,pemukulan imam salat tarawih polisi beredar postingan berisi klaim terkait pemukulan imam salat tarawih m nabi batubara oknum polisi polr padang sidempuan pemost sabtu tanggal mei malam
1,membuang tisu beka wadah makan minum singapur dikenakan denda kasih info aja peraturan singapor kalo habi makan taruh beka tissu pire mangkok krn dianggap menyebarkan viru sb utk makan denda temen ku kasi info brsan yg tinggal dr sgpore
1,uang terbitan memiliki logo alu parit uang terbitan memiliki logo alu parit
1,aceh boikot nasdem surya paloh aceh boikot nasdem surya paloh surya paleh penghianat agam ngaku putra aceh putra yahudi
1,starbuck haram malaysia bye bye starbuck starbuck disahkan haram jakim jabatan kemajuan islam malaysia
1,foto curhat sihh gak kedengaran ngmong cebong yg tau ngmong wktu pemilu jokowi prbolehkan orang gila nyoblo
1,voucher pizza domino pizza pandemi corona domino is give away free larg pizza famili to everyon thi week to support the nation dure corona pandem click here to get ttp www dot domino com dot pizza dot club
1,pria melempar laptop membant televisi menonton wawancara najwa presiden jokowi tahan emosi bpk bpk tdak menahan emosi bpk klu yg rugi
1,ketahuan melindungi tka cina bravo tni tembak mati penghinat bangsa naaaa ketahuan melindungi tka cina bravo tni tembak mati penghinat bangsa
1,surat imbauan dink kota batam perusahaan menyediakan apd menindak lanjuti himbauan kementerian ketenagakerjaan ri kewenangan gubernur wal kota bupati perusahaan perusahaan upaya pencegahan penyebaran penanganan terkait wabah covid lingkungan kerja pembinaan pengawasan pelaksanaan peraturan perundang undangan bidang keselamatan kesehatan kerja k dina kesehatan kota batam surat himbauan perusahaan perusahaan melengkapi fasilita alat pelindung apd pencegahan wabah covid pembelian penangung lawab penguru dibawah
0,coronaviru khawatir gejala disebabkan viru wuhan cina penularannya orang orang titik pergi dokter
1,proyek kereta cepat kebanggaan presiden joko widodo hasil utang china triliunan kokoh roboh hasilnya menyedihkan smirk proyek kereta cepat kebanggaan presiden joko widodo hasil utang china triliunan kokoh roboh hasilnya menyedihkan smirk
1,judul berita tempo mui bermain terompet mercon teriak toot dor kera mui bermain terompet mercon teriak toot dor kera
1,akun facebook bernama kang rijanto milik bupati blitar pagi anak anak kominfo nge share grup konfirmasi ajudan huma fix akun palsu
1,foto diluar gak masuk ribuan doang gak jutaan diluar gak masuk ribuan doang gak jutaan kalo minggu dikit jutaan bedanya
1,gu sholah hadiri gerakan hizib nasion deklarasi dukungan prabowo sandi barisan kyai santri nahdliyin pasuruan jawa timur
0,penjelasan terkait informasi mobil berstik prabowo sandi masuk kebun raya bogor beredar broadscast via whatsapp mobil yg stiker prabowo diperbolehkan masuk kebun raya bogor hoax cc jabarsaberhoak turnbackhoax
1,jaman sibelegug keliatan banget an ga yg bener jaman sibelegug keliatan banget an
0,charta politika survei nasion simulasi jokowi kh maruf amin prabowo subianto sandiaga uno data gambar hasil survei nasion mengatasnamakan charta politika beredar whatsapp group hoax mempros hukum
1,ahok menjual buku bantu mako brimob ahok kumpulkan milyar bantu mako brimob
1,penerapan tilang e cctv depok ojo lupa temen yg kerja perjlnn kota depok informasi agustu
0,polri bantah kerahkan sniper menjaga veneu asian game penembak jitu sniper menjaga keamanan venu arena asian game
0,teknik penyebaran hoax ancaman awa hoax kabar tipuan mematikan
1,polisi buru pemilik akun negri ngeri pimpinan mca jasmev hmm jasmev heh mca ori bentuk nggak pemimpinnya modal hp jadul kuota giga mca tugasnya ngelurusin yg bengkok ngelempengin info ngawur
1,pasca aktifita ranjang wanita cepat hamil konsumsi kentang goreng mcdonald pakar diet sarah rueven kredibilita mengonsumsi kentang goreng mcdonald s aktifita ranjang membantu hamil
0,post baliho hoax pdip ditangkap polisi rumah tangga berinisi rin ditangkap tim subdit cyber ditreskrimsu polda metro jaya rin ditangkap menyebarkan hoax foto baliho menyudutkan pdip
1,ketemu trump tv hancur reaksi orang yg ketemu trump tv mreka yg hancur mrka dgn sm marah kesal tp mmpu berdoa doakan semoga trump lengserkan azab
1,telur meneta manusia telur meneta manusia
0,yenni wahid pbnu gagal paham kebijakan pemerintah sekolah sabilillh net jakarta direktur wahid foundat yenni wahid pegiat pedidikan najeela shihab selasa agustu kantor kemendikbud kedatangan menemui menteri pendidikan kebudayaan muhajir effendi kepentingannya tabayun kebijakan pemerintah perhatian publik sekolah lh
1,acara lomba baca puisi wiji thukul universita pekalongan beredar poster selebaran lomba baca puisi karya wiji thukul diselenggarakan organisasi mengatasnamakan gerakan pki universita pekalongan
1,thahir pembina brimob setia piara an rezim antek china komuni tiongkok setia piara an rezim berbasi pki jokodog gubernur dki jakarta
1,video warga india diserang serangga beracun warga india diserang serangga beracun
1,rezim togog bedebah pasilitasi karantina khusu tka siluman china kenal terpapar covid dirawat lokasi jalan pasir putih ancol
0,pasien positif covid rst latumeten ambon perawatan pasien positif covid rst latumeten ambon diberitakan meningg dunia ketua gugu tuga percepatan penanganan covid provinsi maluku kasrul selang berita meninggalnya pasien hoak
1,foto perempuan muslim uighur dizalimi doanya memicu azab viru corona mashaa allah viru corona azab allah swt asbab do a wanita islam oighur dizholimin alkisah pria banglad mimpi bertemu sosok viru corona viru corona bercerita hadir do a wanita islam oighur dizholimin allah swt mengirim mengajab pelakuya
1,rumah sakit kanusojo balikpapan menerima pasien positif viru corona bismillah info usahakan memakai masker rs kanujoso menerima pasien positif corona orang balikpapan china berita akurat
1,video restoran menyajikan dage manusia pelanggannya mengerikkan restoran menyajikan dage manusia pelanggannya
1,video pembukaan gereja katolik arab dihadiri raja salman pembukaan gereja katolik arab dihadiri raja salman peresmian gereja katholik dubai raja dubai yg mayorita warganya islam toleransi dijunjung indo
1,foto yg lingkaran warna biru habib husen bin syihab ayahanda habib riziq syihab tau sejarah biar tipu yg lingkaran warna biru habib husen bin syihab ayahanda habib riziq syihab yg membantu memproklamatorkan kemerdekaan nkri memperoleh pengakuan kedaulatan negara negara arab timur
1,bupati banyuangi azwar ana tawarkan lowongan kerja mahar rp juta bupati banyuangi azwar ana percakapan sang bupati menjanjikan pekerjaan penerima pesan membayar uang
1,penjual bakso mantan intel menyamar bagyo penjual bakso dulunya adlh intel sers ditugaskan menyelidiki judi gapl dipasar karangturi bagyo menyamar tukang bakso terungkap baksonya lari mani buka cabang pasar ngipik
0,wisata halal danau toba gubernur sumut hoak jelek percaya hasutan fitnah
1,viralkan berulang ulang nyawa viralkan berulang ulang nyawa pray pray pray pray pray pray pray pray pray
1,foto cuitan saudari pedjoeang islam saudari hafizah al quran syahid masjid new zealand selandia insiden terori
0,klarifikasi ridwan kamil terkait tudingan bermain kaki beredar foto gestur finger heart ala korea pesan mengadu domba
1,petuga oper tipu pengguna jalan tol yg suka tol info copa hati penguna etol card tol jorr
1,bayi selamat korban lion air jt bayi selamat korban lion air jt kiriman dr teman d rsud kerawang
0,klarifikasi ainun baharuddin terkait meme bertuliskan tusuk ka amuki enak real berani bersumpah allah slogan ajar
1,penggunaan foto meme karya ahok karya ani silakan kasih penilaian dah
1,mobil mba neno dibakar mobil mba neno dibakar
0,year of live danger last stand jejak digit kejam and it s not funni it s not funni indiana jone ek menhut melawanlupa
1,rezim jokowi radik umat islam politik rezim jokowi pendukung setianya benci pergerakan umat islam mendukung kepentingan umat islam membongkar konspirasi konspirasi politik menghadang gerakannya
1,alasan presiden jokowi reklamasi diusut uangnya dana mantu anaknya alasan dibalik jokowi nggak reklamasi diusut uangnya dana mantu anaknya
0,eksperimen mengupa hoax potongan kanker menjauhi bawang putih eksperimen mengupa hoax potongan kanker menjauhi bawang putih
1,tawuran fbr vs ambon cililitan tawuran fbr vs ambon cililitan
1,foto jokowi megawati potong tumpeng meja berlambang pki beredar foto presiden joko widodo mantan presiden megawati soekarnoputri memotong tumpeng meja berlogo pki
1,partai politik informatif versi komisi informasi publik dimuat kompa com partai politik informatif versi komisi informasi publik dimuat kompa com
1,gibran tantang rocki gerung debat terbuka tvone gibran tantang rocki gerung debat terbuka tvone
1,foto makam nabi muhammad saw masjid nabawi subhanallah makam nabi muhammad saw masjid nabawi menuliskan aamiin bagikan foto semoga terkabul doanya dikaruniai keberuntungan rizqi berlimpah berkah berziarah amiin yaa robbal alamiin
1,video demo amerika pandemik covid demo amerika pandemik covid minggu mayat berglimpangan amerika viru corona gana nyata tdak brarti silahkan pikirkan sendri hikmah demo usa covid covid chinaviruskonspirasi
1,pemblokiran aks jalan kerinci bangko aks kerinci bangko sdh diblokir bdg semoga viru covid cepat aamiin
1,berkeliaran psbb kota bandung dipukul rotan aparat psbb kota bandung raya senin jam wib
1,pasien berstatu positif covid wilayah tiban melarikan hati hati tiban koperasi positif covid blok k ruli nama ikhwannudin usia lab positif pasien kooperatif terbuka mohon hati ya safeti health rumah pakek masker tiban positif keluarganya dicari info
1,senin maret kota makassar lockdown lokal mencegah penyebaran covid lockdown lokal mencegah penyebaran covid area makassar senin maret jam bata ketahui pemerintah terkait tni polri menutup jalur aks masuk kota makassar darat udara laut kecuali keperluan medi salama ki riballamki
1,ribu tenaga kerja china morowali pengawasan media ase franc mengungkap ribu tenaga kerja china morowali pengawasan karantina ribu ya didaerah pengkhianatan bangsatbangsa warga negara php kartu prakerja
0,kerabat zaadit taqwa alami gangguan jiwa jokowi terpilih presiden kerabat zaadit taqwa alami gangguan jiwa jokowi terpilih presiden syedihhh
1,penemuan sabu nana indonesia nana illeg isinya sabu yg dikema nana buatan berhasil diamankan bnn mabe polri segini rusak beraninya warga bangsa mengirimkan racun bangsa indonesia jahatnya anak negeri ya allah ya allah hancurkanlah negara menjalimi umat islam indonesia
1,ade armando akt sakit dipanggil polisi gentelmen akhmad dani ketimbang kodok buduk pengecut ade armando akt beneran si ade joker panggil polisi langsung sakit doakan yuk sesuka pemirsa rumah biar si ade joker cepat pulang tpu tanah kusir tpu jeruk purut
1,tiongkok pulau bayar utang ri tiongkok pulau bayar utang ri ngawur tuh
1,ledakan bensin dere ponsel kejadian sukoharjo ngisi bensin hp yg jok sepeda berder nada panggil ahirnya buuuuuuom pelajaran untk
1,pendeta brazil wanita gemuk masuk sorga indonesia pemuka agama yg ngomong wanita soleha bb nya kg pengikutnya iya iya aja brazil pemuka agama bilang wanita gemuk masuk sorga akibatnya pemuka agama mental mimbar
1,krakatau steel kuasai cina krakatau steel kuasai cina hancur ekonomi negara
1,nenek pencuri singkong hakim mulia kisah nenek mencuri singkong kelaparan hakim menangi menjatuhkan voni
1,ulama banten dibacok simpatisan pki pembunuhan kyai daerah mancak gunung sari pelaku berhasil dihakimi mari kaga ulama kyai
0,klarifikasi terkait perbedaan hasil situng kpu dipindahkan bentuk microsoft excel hasilnya persentas ditemukan kumparan kpu jokowi ma ruf angka persen dibulatkan persen prabowo sandi dibulatkan persen perolehan suara hasil websit resmi kpu data diambil april uji coba klaim data situng kpu terbalik orang salah satunya akun kesimpulannya sesuai data kpu
1,heboh putihkansolo heboh putihkansolo period merusak rezim the end
1,aksi geruduk kedub arab saudi bela kalimat tauhid habib rizieq ayo singa allah geruduk kedutaan saudi mempermalukan habib rizieq lawan aksi intelejen perjuangan istiqomah aksi aksibelakalimattauhid
1,bangga membangun infrastruktur bangga membangun infrastruktur hitungan detik allah hancurkan bangun ajaklah rakyatmu taat allah allah turunkan keberkahan langit bumi gamal albinsaid
0,klarifikasi video tka china mengukur tanah kampung tinggal ukur warga china yg tdk berbahasa indonesia
1,pesawat jatuh sidomukti probolinggo jawa timur pesawat jatuh lokasi sidomukti
1,video meningg banjir akibat sengatan listrik hp waspada hand phone matikan hand phone disaat juan berdiri genangan air
0,klarifikasi badan kepegawaian negara terkait tersebarnya surat pengangkatan cpn palembang surat keputusan palsu ileg mencatut nama bkn institusi pelaksana penyelenggaraan seleksi cpn nasion
0,pt dirgantara indonesia dijual ase pemberitaan pt dirgantara indonesia persero dijual ase nyatakan hoax berita berita bohong berulang
0,hati hati modu phise akun facebook hati hati modu phise akun facebook
0,bu transjakarta nyangkut akibat perintah bu transjakarta nyangkut akibat perintah
0,bin keluarkan surat edaran larang bercelana cingkrang berjenggot karyawannya bin keluarkan surat edaran larang bercelana cingkrang berjenggot karyawannya
0,santri solo pawai obor lawan yg pawai lilin allahu akbar pawai obor lawan pawai lilin santri solo pawai obor lawan yg pawai lilin allahu akbar
0,foto makan sbi gnpf mui foto makan sbi gnpf mui
1,gubernur papua luka enemb hadir rapat ktt amerika serikat afrika diam diam luka enemb bertemu presiden obama as presiden zimbia kota washington
1,flu pandem photo flu pandem photo
1,ir soekarno jendral soedirman abdurrahman baswedan kakek ani baswedan ir soekarno jendral soedirman almarhum abdurrahman baswedan kakek ani baswedan lahir surabaya septemb meningg jakarta maret putra awad umar baswedan khadjijah badid anggota badan penyelidik usaha usaha persiapan kemerdekaan indonesia bpupki pant cucunya hebat keluarga orang hebat note seriu nih tau kakek nya jokowi ahok lbp dimana
1,video jokowi akui gagal presiden serahkan jabatan presiden prabowo jokowi akui gagal presiden serahkan jabatan presiden prabowo
1,in the film captain america captain steve wake up in modern time and you can see the corona viru in the captain america captain steve wake up in modern time and you can see the corona viru repost marvel k follow me for more anthonymacki sebastianstan wyattrussel zemo disneyplu thefalconandthewintersoldi thanosdidnothingwrong blackpan endgam infinitywar chrisevan chrishemsworth captainamerica thor falconandthewintersoldi hawkey infintywar marvelindonesia marvelindo konspir
1,senjata tuk membantai pribumi senjata tuk membantai pribumi dimohonkan rakyat pribumi dimanapun tuk siaga tingkat tni kewalahan menghadapi china
1,foto berisi poin poin aturan pembatasan kegiatan masyarakat denpasar diperhatikan masyarakat memasuki wilayah denpasar terkait pelaksanaan pembatasan kegiatan masyarakat wilayah denpasar pemantauan penindakan dilaksanakan tahap
1,pasar tanah abang tutup jakarta maret menyikapi merebaknya wabah viru corona covid indonesia dki jakarta sesuai instruksi gubernur provinsi dki jakarta sore mencegah upaya preventif penyebaran viru corona covid menutup minggu pasar region tanah abang
1,luhut menteri indonesia dube khusu china indonesia tulisan akbar tandjung disaat umat marah china melanggar bata kedaulatan negara disaat upaya maksim dipersiapkan menghalau eksistensi kapal kedaulatan china perairan indonesia selat natuna luhut binsar panjaitan jusrtu menganggap remeh prote marah china luhut negara marah negaranya
1,polda d i yogyakarta leas pelelangan mobil kredit macet awa penipuan memasang iklan gambar postingan pastikan penipuan polda d i yogyakarta beserta jajaran leas iklan dituli lese pelelangan mobil kredit macet
1,pemakaian perhiasan ema bayi berbahaya partikel ema menembu kulit perhiasan ema bayi segi analisa medi ahli kesimpulan atom ema menembu kulit merasuk darah manusia bayi bayi ema meningkatkan presentas atom ema darah air seni diluar bata gejala migrasi ema
